pc11_state_id,pc11_district_id,pc_hospitals_r,pc_hospitals_u,pc_hosp_beds_u,pc_pmed_pos_r,pc_pmed_pos_u,pc_docs_pos_r,pc_docs_pos_u,pc_docs_hosp_u,pc_docs_hosp_r,pc_clinics_r,pc_clinics_u,pc_clinic_beds_u,pc11_pca_tot_p,pc_clinics,pc_docs,pc_docs_hosp,pc_pmeds,pc_num_hospitals
28,546,0,3,592.3076934814453,3178,341,120,118.1538467407227,59.23076915740967,0,1451,91,1236.923080444336,3936747,1542,238.15384,59.23077,3519,3
28,547,0,7,1010,2304,459,174,146,89,0,1148,249,1550,4395878,1397,320,89,2763,7
28,548,0,10,1807.5,1585,623,212,236,136.0714282989502,0,940,302,2738.214263916016,4887780,1242,448,136.07143,2208,10
28,549,0,5,850,1679,309,149,131,79,0,796,209,1260,3389993,1005,280,79,1988,5
28,550,0,3,800,3930,379,156,132,87,0,1661,184,1265,2962669,1845,288,87,4309,3
28,551,0,6,630,1558,324,165,117,63,0,920,98,1255,2814478,1018,282,63,1882,6
28,552,0,5,1570,1490,711,191,205,139,0,734,174,2310,3740571,908,396,139,2201,5
28,553,17,4,1012.5,2477,446,355,166.25,99,30,1012,525,1795,4074791,1537,521.25,129,2923,21
28,554,14,9,1530,2792,637,171,240,141,16,1147,181,2480,4169197,1328,411,157,3429,23
29,555,0,14,2020,2751,1974,1152,512,204,0,1149,167,4420,4779515,1316,1664,204,4725,14
29,556,0,13,950,1040,699,410,277,51,0,354,109,2330,1889696,463,687,51,1739,13
29,557,0,6,830,1712,563,357,115,36,0,469,47,1861,2177331,516,472,36,2275,6
29,558,0,6,1830,1219,267,498,185,65,0,404,85,3867,1703300,489,683,65,1486,6
29,559,0,7,1630,1227,419,262,224,43,0,338,68,2605,1928578,406,486,43,1646,7
29,560,0,5,430,961,197,221,85,25,0,281,38,974,1389785,319,306,25,1158,5
29,561,0,7,760,830,444,141,168,41,0,266,89,1925,1064512,355,309,41,1274,7
29,562,0,3,300,1076,220,126,93,38,0,257,28,666,903118,285,219,38,1296,3
29,563,0,10,1300,1485,814,263,382,142,0,502,82,2940,1382988,584,645,142,2299,10
29,564,0,8,810,1469,370,245,124,43,0,442,55,1700,1597668,497,369,43,1839,8
29,565,0,11,1988,1316,841,248,334,99,0,448,99,5416,2452370,547,582,99,2157,11
29,566,0,8,1010,1564,691,305,182,54,0,430,74,2283,1658661,504,487,54,2255,8
29,567,0,6,1450,1378,1138,309,424,95,0,492,166,3738,1945129,658,733,95,2516,6
29,568,0,8,1680,1668,813,344,268,69,0,501,151,3871,1750801,652,612,69,2481,8
29,569,0,4,480,1111,438,259,180,39,0,421,118,1430,1177361,539,439,39,1549,4
29,570,0,9,1100,1510,1040,364,371,81,0,544,131,3076,1136715,675,735,81,2550,9
29,571,0,10,1300,2014,684,508,293,106,0,707,90,2936,2675086,797,801,106,2698,10
29,572,0,22,7188,507,4572,105,693,293,0,183,340,15569,9569111,523,798,293,5079,22
29,573,0,8,1630,1793,899,448,459,192,0,681,57,3541,1804889,738,907,192,2692,8
