pc11_state_id,pc11_district_id,ec_num_hosp_priv,ec_emp_hosp_priv,ec_num_hosp_gov,ec_emp_hosp_gov
19,329,60,970,59,1200
19,330,52,880,100,1242
19,331,30,295,61,1056
19,332,25,691,70,1056
19,333,82,1265,98,1941
19,334,29,345,53,845
19,335,112,2310,99,1619
19,336,67,1199,102,3076
19,337,153,5357,53,1220
19,338,68,1366,114,1918
19,339,28,485,130,1872
19,340,46,690,142,2231
19,341,109,2873,31,845
19,342,154,11847,57,4782
19,343,105,1358,118,1724
19,344,72,974,120,2491
19,345,51,647,85,1481
20,346,1,6,1,7
20,347,3,16,11,152
20,348,73,473,7,48
20,349,30,408,23,433
20,350,7,49,5,77
20,351,13,88,15,177
20,352,3,15,4,25
20,353,4,27,11,144
20,354,46,540,11,1111
20,355,11,123,7,112
20,356,7,193,6,62
20,357,41,426,11,236
20,358,35,367,14,87
20,359,4,20,6,59
20,360,36,472,19,288
20,361,31,283,15,169
20,362,6,72,2,84
20,363,6,49,7,152
20,364,72,1966,24,438
20,365,8,68,10,135
20,366,10,95,8,269
20,367,2,31,20,296
20,368,17,224,14,130
20,369,27,830,12,211
21,370,16,127,16,342
21,371,20,352,20,269
21,372,43,875,43,732
21,373,1,21,6,52
21,374,45,1598,59,966
21,375,33,524,58,953
21,376,25,195,66,900
21,377,19,329,21,285
21,378,16,95,25,249
21,379,12,166,7,143
21,380,0,0,0,0
21,381,81,1016,49,758
21,382,16,109,26,471
21,383,15,170,27,258
21,384,0,0,1,6
21,385,21,213,27,393
21,386,141,6949,69,1854
21,387,21,242,29,1076
21,388,21,251,57,791
21,389,4,84,22,477
21,390,13,99,24,229
21,391,2,25,4,52
21,392,9,111,11,85
21,393,19,148,21,301
21,394,6,178,17,234
21,395,8,90,25,434
21,396,7,63,20,298
21,397,8,63,25,228
21,398,18,803,33,650
21,399,4,72,14,345
22,400,12,354,21,422
22,401,40,667,64,1150
22,402,9,58,21,313
22,403,29,704,27,345
22,404,7,79,22,549
22,405,17,162,20,281
22,406,93,1234,37,791
22,407,9,149,15,280
22,408,9,105,22,478
22,409,38,491,31,439
22,410,184,5031,45,1735
22,411,14,150,13,138
22,412,11,184,15,109
22,413,14,181,16,363
22,414,24,394,62,1090
22,415,1,10,5,139
22,416,4,149,27,511
22,417,0,0,8,55
23,418,3,19,3,48
23,419,6,61,18,234
23,420,9,127,18,240
23,421,9,58,16,924
23,422,0,0,0,0
23,423,3,55,18,380
23,424,7,198,6,55
23,425,11,123,12,139
23,426,5,65,10,191
23,427,1,7,2,24
23,428,13,152,18,180
23,429,43,1294,12,450
23,430,43,350,15,778
23,431,3,16,15,255
23,432,8,80,17,314
23,433,18,123,55,570
23,434,22,338,15,627
23,435,30,898,11,811
23,436,20,263,11,278
23,437,23,279,27,443
23,438,6,47,4,166
23,439,24,3231,21,396
23,440,13,112,14,169
23,441,5,129,2,119
23,442,10,124,24,344
23,443,7,46,11,111
23,444,91,1727,18,878
23,445,10,88,23,557
23,446,25,195,18,227
23,447,18,698,16,461
23,448,10,96,13,286
23,449,8,379,9,84
23,450,47,439,10,335
23,451,47,1927,7,70
23,452,15,253,12,190
23,453,8,49,6,42
23,454,2,11,1,7
23,455,14,935,42,717
23,456,8,118,13,119
23,457,4,29,15,418
23,458,10,109,21,308
23,459,13,106,5,106
23,460,10,124,17,412
23,461,2,31,9,164
23,462,7,42,6,222
23,463,6,103,3,43
23,464,5,46,4,40
23,465,1,7,4,68
23,466,3,16,5,331
23,467,8,86,3,46
24,468,109,1127,48,592
24,469,62,1047,22,610
24,470,88,827,24,233
24,471,80,604,32,313
24,472,39,280,11,89
24,473,74,727,8,494
24,474,530,6715,44,3425
24,475,4,43,2,10
24,476,137,1462,25,268
24,477,79,957,48,605
24,478,3,64,11,361
24,479,166,1227,24,598
24,480,21,155,21,432
24,481,39,502,36,377
24,482,145,8565,54,570
24,483,84,1271,35,1050
24,484,66,682,53,591
24,485,88,726,34,519
24,486,327,6004,54,2005
24,487,26,189,16,269
24,488,137,1747,43,366
24,489,3,103,3,21
24,490,58,1301,15,920
24,491,133,1523,15,182
24,492,496,9138,37,790
24,493,43,548,24,361
25,494,0,0,0,0
25,495,9,171,0,0
26,496,14,140,1,341
27,497,33,239,65,679
27,498,92,797,34,524
27,499,312,3128,78,2014
27,500,163,1233,44,712
27,501,197,2659,24,517
27,502,82,604,18,194
27,503,249,2111,60,1782
27,504,79,515,28,350
27,505,379,5945,128,5145
27,506,55,377,34,838
27,507,45,373,38,785
27,508,23,239,70,1337
27,509,63,849,50,1183
27,510,174,1703,68,1272
27,511,190,1721,73,1709
27,512,66,420,25,444
27,513,130,930,36,526
27,514,88,1243,42,423
27,515,440,5952,56,875
27,516,357,4893,66,1538
27,517,778,13311,71,2872
27,518,665,19050,59,3973
27,519,339,19306,52,13791
27,520,226,3501,26,554
27,521,644,16873,71,1654
27,522,218,3014,60,686
27,523,189,1763,57,1115
27,524,161,1404,44,654
27,525,107,751,53,684
27,526,189,2853,68,1392
27,527,325,4463,71,1226
27,528,57,1010,36,770
27,529,47,514,47,947
27,530,523,5079,112,1792
27,531,206,3310,49,740
28,532,51,386,4,61
28,533,139,1691,43,1042
28,534,326,3561,58,799
28,535,123,1398,47,1450
28,536,746,22257,12,299
28,537,336,4578,30,524
28,538,170,2752,57,714
28,539,194,2094,39,1100
28,540,306,3213,79,1698
28,541,266,7121,43,1676
28,542,80,1295,43,716
28,543,97,1523,70,1279
28,544,276,4912,66,1024
28,545,128,1569,12,149
28,546,131,1552,36,581
28,547,69,1356,9,927
28,548,446,6045,68,937
28,549,182,2160,54,896
28,550,299,6447,89,1659
28,551,255,2200,56,998
28,552,148,1510,36,459
28,553,127,2058,63,912
28,554,162,1959,90,1351
29,555,289,3399,82,980
29,556,110,1667,35,553
29,557,84,1717,31,944
29,558,95,988,26,400
29,559,76,822,49,506
29,560,43,347,26,226
29,561,60,863,20,447
29,562,111,4154,41,854
29,563,58,775,46,545
29,564,69,760,57,656
29,565,120,1273,70,1017
29,566,50,733,56,707
29,567,79,1770,17,554
29,568,101,2995,52,722
29,569,70,2073,37,3783
29,570,54,671,46,486
29,571,75,981,61,605
29,572,959,24083,83,2691
29,573,77,1455,65,697
29,574,68,1078,83,1318
29,575,121,6427,45,1685
29,576,16,202,6,116
29,577,171,3987,61,669
29,578,42,504,35,542
29,579,103,885,55,699
29,580,16,167,3,20
29,581,74,860,40,618
29,582,47,673,31,454
29,583,36,535,21,233
29,584,34,393,32,457
30,585,56,1410,25,625
30,586,40,1142,20,979
31,587,2,90,8,321
32,588,68,1635,50,1462
32,589,136,6493,66,2324
32,590,51,2013,19,733
32,591,145,8944,44,3879
32,592,172,9170,78,2097
32,593,132,4983,82,2542
32,594,153,8765,87,2725
32,595,224,21197,79,3350
32,596,98,2577,48,1317
32,597,166,6287,89,2668
32,598,130,3356,66,3527
32,599,106,4443,34,1263
32,600,248,5840,94,3959
32,601,272,10444,86,4663
33,602,94,942,11,134
33,603,376,7909,11,212
33,604,222,5308,14,140
33,605,111,6549,37,714
33,606,82,739,73,1355
33,607,83,934,45,658
33,608,206,2969,51,810
33,609,150,1618,25,447
33,610,136,2336,14,254
33,611,35,444,31,515
33,612,125,1549,30,305
33,613,114,1384,29,330
33,614,202,3627,47,880
33,615,23,267,1,6
33,616,36,294,17,200
33,617,118,1237,27,3388
33,618,47,409,2,10
33,619,50,491,3,24
33,620,156,2547,25,730
33,621,67,663,31,812
33,622,71,707,38,543
33,623,267,4974,14,208
33,624,82,1188,14,189
33,625,88,835,25,609
33,626,83,943,28,385
33,627,90,1081,32,466
33,628,181,2174,41,926
33,629,284,5562,28,858
33,630,73,726,14,254
33,631,95,1196,22,333
33,632,236,8244,19,990
33,633,138,1699,8,82
34,634,2,17,1,218
34,635,82,5884,29,1017
34,636,3,315,3,115
34,637,13,756,14,1192
35,638,1,7,6,309
35,639,0,0,11,539
35,640,18,258,23,1095
