pc11_state_id,pc11_district_id,pc11r_pca_tot_p,pc11u_pca_tot_p,pc11_pca_tot_p,pc11r_ag_main_share,pc11u_ag_main_share,pc11_ag_main_share,pc11r_pca_main_al_p,pc11r_pca_marg_al_p,pc11u_pca_main_al_p,pc11_pca_main_al_p,pc11r_pdensity,pc11u_pdensity,pc11_pdensity,pc11r_hl_dw_loc_inprem_no,pc11r_hl_dw_loc_nearprem_no,pc11r_hl_dw_loc_far_no,pc11u_hl_dw_loc_inprem_no,pc11u_hl_dw_loc_nearprem_no,pc11u_hl_dw_loc_far_no,pc11_tot_all_hosp,pc11_tot_all_hosp_doc_tot,pc11_tot_all_hosp_pmed_tot,pc11_tot_disp,pc11_tot_ch_cntr,pc11_tot_ph_cntr,pc11_tot_phs_cntr,pc11_tot_mcw_cntr,pc11_tot_tb_cln,pc11_tot_mh_cln,pc11_tot_fwc_cntr,pc11_tot_nh,pc11_tot_mh,pc11r_hl_dw_loc_inprem_sh,pc11r_hl_dw_loc_nearprem_sh,pc11r_hl_dw_loc_far_sh,pc11u_hl_dw_loc_inprem_sh,pc11u_hl_dw_loc_nearprem_sh,pc11u_hl_dw_loc_far_sh,pc11r_pca_tot_m,pc11r_pca_tot_f,pc11r_pca_p_06,pc11r_pca_m_06,pc11r_pca_f_06,pc11r_pca_p_sc,pc11r_pca_m_sc,pc11r_pca_f_sc,pc11r_pca_p_st,pc11r_pca_m_st,pc11r_pca_f_st,pc11r_pca_p_lit,pc11r_pca_m_lit,pc11r_pca_f_lit,pc11r_pca_p_ill,pc11r_pca_m_ill,pc11r_pca_f_ill,pc11r_pca_tot_work_p,pc11r_pca_tot_work_m,pc11r_pca_tot_work_f,pc11r_pca_mainwork_m,pc11r_pca_mainwork_f,pc11r_pca_main_cl_p,pc11r_pca_main_cl_m,pc11r_pca_main_cl_f,pc11r_pca_main_al_m,pc11r_pca_main_al_f,pc11r_pca_main_hh_p,pc11r_pca_main_hh_m,pc11r_pca_main_hh_f,pc11r_pca_main_ot_p,pc11r_pca_main_ot_m,pc11r_pca_main_ot_f,pc11r_pca_margwork_p,pc11r_pca_margwork_m,pc11r_pca_margwork_f,pc11r_pca_marg_cl_p,pc11r_pca_marg_cl_m,pc11r_pca_marg_cl_f,pc11r_pca_marg_al_m,pc11r_pca_marg_al_f,pc11r_pca_marg_hh_p,pc11r_pca_marg_hh_m,pc11r_pca_marg_hh_f,pc11r_pca_marg_ot_p,pc11r_pca_marg_ot_m,pc11r_pca_marg_ot_f,pc11r_pca_margwork36_p,pc11r_pca_margwork36_m,pc11r_pca_margwork36_f,pc11r_pca_marg_cl36_p,pc11r_pca_marg_cl36_m,pc11r_pca_marg_cl36_f,pc11r_pca_marg_al36_p,pc11r_pca_marg_al36_m,pc11r_pca_marg_al36_f,pc11r_pca_marg_hh36_p,pc11r_pca_marg_hh36_m,pc11r_pca_marg_hh36_f,pc11r_pca_marg_ot36_p,pc11r_pca_marg_ot36_m,pc11r_pca_marg_ot36_f,pc11r_pca_margwork03_p,pc11r_pca_margwork03_m,pc11r_pca_margwork03_f,pc11r_pca_marg_cl03_p,pc11r_pca_marg_cl03_m,pc11r_pca_marg_cl03_f,pc11r_pca_marg_al03_p,pc11r_pca_marg_al03_m,pc11r_pca_marg_al03_f,pc11r_pca_marg_hh03_p,pc11r_pca_marg_hh03_m,pc11r_pca_marg_hh03_f,pc11r_pca_marg_ot03_p,pc11r_pca_marg_ot03_m,pc11r_pca_marg_ot03_f,pc11r_pca_non_work_p,pc11r_pca_non_work_m,pc11r_pca_non_work_f,pc11r_pca_sex_2011,pc11u_pca_main_cl_p,pc11_slum_tot_p,pc11_pca_main_cl_p,pc11_urb_share,pc11r_pca_no_hh,pc11u_pca_no_hh,pc11_pca_no_hh,pc11_vd_area,pc11_td_area,pc11_area,pc11r_pca_mainwork_p,pc11u_pca_mainwork_p,pc11_pca_mainwork_p
13,270,146900,121088,267988,.37640834,.015189924,.39159825,729,1058,182,911,3264.4443,,5955.2891,311152.5006484985,1564275.998634338,888290.1941680908,1127029.859375,769324.578125,781039.337890625,7,45,150,6,8,11,13,1,1,0,0,4,1,11.258956,56.602837,32.142502,42.124084,28.754423,29.192276,76369,70531,21211,10707,10504,0,0,0,133572,66258,67314,101984,56271,45713,44916,20098,24818,71818,39590,32228,34138,26102,36689,16049,20640,389,340,770,422,348,22052,17278,4774,11578,5452,6126,6035,2572,3463,521,537,755,286,469,3730,2073,1657,7473,3484,3989,3688,1503,2185,690,336,354,499,203,296,2596,1442,1154,4105,1968,2137,2347,1069,1278,368,185,183,256,83,173,1134,631,503,75082,36779,38303,99978,1328,15979,38017,.45184112,27636,26755,54391,45,0,45,60240,39168,99408
13,271,80791,13790,94581,.69745606,.038268819,.73572493,1024,1815,202,1226,,,,360709.6986541748,765682.8956451416,420586.3029098511,170176.50390625,61919.001953125,53904.5,3,8,18,7,1,7,14,0,0,0,0,0,1,23.316723,49.494694,27.187222,59.502274,21.650002,18.847727,42559,38232,12998,6777,6221,0,0,0,72367,37720,34647,51979,29201,22778,28812,13358,15454,51826,27433,24393,18506,13725,24309,12761,11548,615,409,234,125,109,6664,5005,1659,19595,8927,10668,11206,4866,6340,919,896,1925,868,1057,4649,2274,2375,9985,4113,5872,5736,2172,3564,1372,665,707,657,234,423,2220,1042,1178,9610,4814,4796,5470,2694,2776,443,254,189,1268,634,634,2429,1232,1197,28965,15126,13839,93839,1188,1476,25497,.14580095,15470,2860,18330,0,0,0,32231,4091,36322
14,272,449933,7476,457409,.82827055,.0052709705,.83354151,4863,5310,11,4874,,,,971936.296207428,4594815.207572937,2218582.807868958,38224.19921875,80472,25003.798828125,1,9,20,10,1,24,52,0,0,0,2,0,0,12.438396,58.802345,28.392408,26.6,56,17.4,232623,217310,59362,31405,27957,937,510,427,393234,201446,191788,246545,138360,108185,203388,94263,109125,220851,117404,103447,96757,79835,143004,74439,68565,2212,2651,2122,1022,1100,26603,19084,7519,44259,20647,23612,23636,11019,12617,2066,3244,2626,856,1770,12687,6706,5981,34487,15998,18489,17153,7902,9251,4486,1680,2806,2016,669,1347,10832,5747,5085,9772,4649,5123,6483,3117,3366,824,386,438,610,187,423,1855,959,896,229082,115219,113863,606974,930,0,143934,.016344234,78140,1437,79577,0,0,0,176592,1933,178525
14,273,105159,19363,124522,.72168809,.037385486,.75907362,851,778,68,919,,,,291026.10206604,802539.005569458,754141.2017822266,56044.1015625,192499.296875,99556.6015625,1,7,15,4,1,7,19,0,1,0,0,1,0,15.68282,43.247238,40.639175,16.1,55.299999,28.6,54490,50669,14290,7520,6770,18,15,3,100002,51002,49000,61503,34822,26681,43656,19668,23988,54772,28811,25961,23551,19510,34205,17454,16751,373,478,648,282,366,7357,5442,1915,11711,5260,6451,5694,2473,3221,308,470,528,166,362,4711,2313,2398,9778,4468,5310,4536,1974,2562,617,244,373,350,101,249,4275,2149,2126,1933,792,1141,1158,499,659,161,64,97,178,65,113,436,164,272,50387,25679,24708,147229,1748,0,35953,.15549862,18557,3481,22038,0,0,0,43061,5514,48575
14,274,253139,18357,271496,.62304962,.0052645137,.62831414,3776,4266,72,3848,,,,650995.0061721802,2439324.597099304,1415136.694328308,145205.1005859375,131721.80078125,53272.8994140625,2,10,17,20,1,10,57,4,3,0,4,1,0,14.379639,53.881531,31.258541,43.974895,39.891521,16.133526,128305,124834,34903,17910,16993,424,230,194,238155,118279,119876,179677,95517,84160,73462,32788,40674,114203,65462,48741,53376,30263,51848,31672,20176,1948,1828,2201,900,1301,25814,18856,6958,30564,12086,18478,11677,4872,6805,1291,2975,2422,440,1982,12199,5483,6716,25613,10221,15392,9390,3979,5411,3449,1003,2446,1887,311,1576,10887,4928,5959,4951,1865,3086,2287,893,1394,817,288,529,535,129,406,1312,555,757,138936,62843,76093,579757,398,0,52246,.067614257,45272,3302,48574,0,0,0,83639,5638,89277
14,275,136397,87505,223902,.27446145,.12473874,.39920017,2846,7295,1718,4564,244.66431,2361.8083,376.59937,61318.49994659424,1318093.798461914,1268136.208618164,294921.0092773438,873647.390625,565106.79296875,1,24,24,6,0,4,15,0,0,0,0,1,0,2.3118119,49.694382,47.810898,17.00519,50.374641,32.584145,68394,68003,18292,9471,8821,20021,10003,10018,1491,751,740,87523,49431,38092,48874,18963,29911,64925,36617,28308,30962,13177,16851,13564,3287,1767,1079,3566,824,2742,20876,14807,6069,20786,5655,15131,4932,1890,3042,1567,5728,3426,356,3070,5133,1842,3291,16277,4279,11998,3976,1379,2597,5591,1196,4395,2611,269,2342,4099,1435,2664,4509,1376,3133,956,511,445,1704,371,1333,815,87,728,1034,407,627,71472,31777,39695,42760,7234,0,24085,.3908183,26524,17343,43867,557.4863008260727,37.05,594.53632,44139,27627,71766
14,276,201819,151333,353152,.34831768,.16285659,.51117426,6641,11524,3335,9976,889.16919,4811.8599,1366.5562,124251.999671936,2206130.308532715,1753250.802406311,260764.8065795898,1471164.584960938,1375770.614257813,3,19,53,12,1,13,24,0,0,1,1,0,0,3.0431545,54.032093,42.940258,8.3909264,47.339336,44.269737,101023,100796,29882,15408,14474,3910,1968,1942,585,281,304,121624,70278,51346,80195,30745,49450,95031,52585,42446,42408,19886,31466,22101,9365,3538,3103,3922,1166,2756,20265,15603,4662,32737,10177,22560,11407,4362,7045,3320,8204,5199,497,4702,4607,1998,2609,26015,8189,17826,9415,3652,5763,8556,2438,6118,4170,402,3768,3874,1697,2177,6722,1988,4734,1992,710,1282,2968,882,2086,1029,95,934,733,301,432,106788,48438,58350,68817,14482,0,45948,.42852086,40830,31077,71907,226.9747990518808,31.45,258.4248,62294,47109,109403
14,277,187891,322879,510770,.14529349,.06153563,.20682912,2666,4443,2288,4954,604.2547,4971.1934,1358.8042,327122.7987213135,1819771.780097961,1850912.297790527,2980147.205078125,1977513.671875,1994027.421875,1,247,622,30,0,11,35,0,0,0,0,45,0,8.1792965,45.501122,46.279751,42.842213,28.428482,28.665882,93399,94492,24515,12675,11840,11710,5846,5864,4240,2037,2203,134018,72119,61899,53873,21280,32593,80503,48510,31993,42399,18948,21035,15980,5055,1613,1053,4579,1171,3408,33067,23635,9432,19156,6111,13045,4133,1885,2248,1303,3140,3970,446,3524,6610,2477,4133,14966,4686,10280,2931,1342,1589,3163,851,2312,3128,354,2774,5744,2139,3605,4190,1425,2765,1202,543,659,1280,452,828,842,92,750,866,338,528,107388,44889,62499,102242,7750,0,28785,.63214165,39994,69561,109555,310.9466993287206,64.95,375.8967,61347,101778,163125
14,278,260290,183207,443497,.21449809,.035756759,.25025484,7529,8774,1555,9084,608.68494,4001.0264,936.80029,287748.3999938965,2546777.588264465,2353602.693519592,1316334.303039551,1202591.004882813,1247517.810546875,2,132,360,23,2,22,30,0,0,0,0,13,0,5.5461016,49.086937,45.363659,34.933636,31.915051,33.107342,130474,129816,36562,18859,17703,7617,3979,3638,9961,5038,4923,175112,96316,78796,85178,34158,51020,114325,69121,45204,59641,24042,22771,19266,3505,4288,3241,7014,1483,5531,46369,34604,11765,30642,9480,21162,6217,2359,3858,2600,6174,6287,537,5750,9364,3984,5380,24583,7909,16674,5278,2049,3229,6994,2144,4850,4821,416,4405,7490,3300,4190,6059,1571,4488,939,310,629,1780,456,1324,1466,121,1345,1874,684,1190,145965,61353,84612,176402,3496,0,26267,.41309637,51883,37681,89564,427.6268015652895,45.79000000000001,473.41681,83683,57577,141260
14,279,142178,27187,169365,.66639572,.03128536,.69768107,1323,1916,171,1494,,,,201813.0988922119,1633912.484565735,933977.100112915,177684,249802.796875,95113.203125,1,7,12,4,1,6,37,0,0,0,0,0,0,7.2867236,58.99453,33.722454,34,47.799999,18.200001,73355,68823,19055,9935,9120,150,97,53,135452,68879,66573,98260,53458,44802,43918,19897,24021,70741,37071,33670,29716,24950,40490,19800,20690,700,623,826,402,424,12027,8814,3213,16075,7355,8720,8960,3901,5059,897,1019,775,233,542,4424,2324,2100,11354,5046,6308,5963,2479,3484,1114,486,628,620,171,449,3657,1910,1747,4721,2309,2412,2997,1422,1575,802,411,391,155,62,93,767,414,353,71437,36284,35153,189420,1792,0,42282,.16052313,27696,5226,32922,0,0,0,54666,8079,62745
14,280,126830,16847,143677,.63830346,.011958146,.65026158,2598,5434,183,2781,,16847,143677,114726.6016235352,1049629.898986816,1344331.60118103,153149.40625,95314.5,74636.1015625,1,5,10,2,0,5,14,0,0,0,0,0,0,4.5080986,41.244446,52.824535,47.400002,29.5,23.1,65659,61171,14681,7685,6996,499,302,197,118328,58766,59562,79753,44989,34764,47077,20670,26407,69171,38056,31115,29856,18238,31564,17854,13710,1186,1412,865,353,512,13067,10463,2604,21077,8200,12877,10928,4680,6248,1858,3576,1682,308,1374,3033,1354,1679,14732,5800,8932,7881,3430,4451,3368,1137,2231,1219,215,1004,2264,1018,1246,6345,2400,3945,3047,1250,1797,2066,721,1345,463,93,370,769,336,433,57659,27603,30056,424744,457,0,32021,.11725607,25449,3231,28680,0,1,1,48094,5426,53520
15,281,66826,14899,81725,.70650905,.085933864,.79244292,1141,479,817,1958,,181.69513,996.64636,114353.8011322021,890895.9011383057,357482.7949523926,120587.6015625,164747.1015625,33786.8984375,8,6,12,7,1,9,32,1,0,1,0,0,1,8.3923235,65.382057,26.235344,37.778072,51.612499,10.584867,34713,32113,12255,6175,6080,38,31,7,63502,32614,30888,45995,25333,20662,20831,9380,11451,31157,18757,12400,18173,10461,23129,14302,8827,659,482,116,76,40,4248,3136,1112,2523,584,1939,1468,229,1239,86,393,45,17,28,531,252,279,2127,482,1645,1236,180,1056,384,59,325,34,14,20,473,229,244,396,102,294,232,49,183,95,27,68,11,3,8,58,23,35,35669,15956,19713,71677,2135,0,25264,.18230651,13626,3192,16818,0,82,82,28634,5718,34352
15,282,31689,46878,78567,.39235884,.23887794,.63123673,919,756,2066,2985,,272.54651,456.78488,55277.70056152344,378318.4990234375,209656.5986633301,392653.41015625,466460.015625,107235.0981445313,4,17,60,4,0,1,15,1,0,0,1,0,0,8.5928335,58.809032,32.590797,40.638939,48.27779,11.098644,16300,15389,5787,2943,2844,17,12,5,27469,13971,13498,23168,12195,10973,8521,4105,4416,15245,8995,6250,8191,4162,9823,6538,3285,565,354,141,106,35,1470,982,488,2892,804,2088,1427,383,1044,239,517,155,33,122,554,149,405,2205,592,1613,1157,315,842,406,124,282,137,23,114,505,130,375,687,212,475,270,68,202,350,115,235,18,10,8,49,19,30,16444,7305,9139,23812,4474,0,14297,.5966627,6433,9662,16095,0,172,172,12353,15025,27378
15,283,79576,314754,394330,.20778802,.079163417,.28695145,3589,940,4395,7984,,1411.4529,1768.296,98609.30019378662,1148979.906768799,363616.3006515503,3997452.048828125,1762703.80078125,759574.6997070313,6,15,29,60,14,11,44,4,4,12,5,0,2,6.1206193,71.316483,22.569443,61.314377,27.036993,11.650634,40692,38884,12177,6179,5998,46,36,10,77586,39298,38288,64961,33437,31524,14615,7255,7360,41448,23641,17807,22666,15040,27339,15846,11493,2194,1395,146,101,45,6632,4525,2107,3742,975,2767,2046,432,1614,325,615,56,14,42,700,204,496,2924,667,2257,1606,278,1328,707,224,483,45,11,34,566,154,412,818,308,510,440,154,286,233,101,132,11,3,8,134,50,84,38128,17051,21077,74306,7388,78561,34727,.79819947,16111,65196,81307,0,223,223,37706,111138,148844
15,284,77108,48529,125637,.58883423,.15602316,.74485737,1741,499,1951,3692,,290.5928,752.31738,123339.4995498657,944718.394241333,474088.2996292114,184884.1953125,641524.208984375,180391.595703125,3,12,33,16,5,12,56,9,3,4,0,0,1,7.9981518,61.26181,30.743032,18.363548,63.719131,17.917322,39049,38059,13239,6724,6515,10,9,1,75643,38158,37485,60942,31337,29605,16166,7712,8454,38993,21433,17560,20642,15647,29489,16136,13353,1041,700,257,159,98,4802,3306,1496,2704,791,1913,1336,398,938,138,361,225,37,188,644,218,426,2097,597,1500,958,283,675,397,108,289,199,28,171,543,178,365,607,194,413,378,115,263,102,30,72,26,9,17,101,40,61,38115,17616,20499,76058,6324,0,35813,.38626361,15421,10068,25489,0,167,167,36289,16748,53037
15,285,32744,32019,64763,.47506553,.25364608,.72871161,293,70,713,1006,,310.86407,628.76697,24880.70066070557,461245.3992156982,143363.3984985352,346447.400390625,230095.80078125,52412.80029296875,4,12,15,6,2,7,23,4,3,3,4,0,1,3.9524543,73.271706,22.77417,55.070324,36.575394,8.3313942,16539,16205,5126,2638,2488,13,8,5,32325,16289,16036,26956,13666,13290,5788,2873,2915,17535,9411,8124,9091,7301,13844,7369,6475,185,108,217,186,31,2038,1351,687,1143,320,823,778,206,572,19,51,87,16,71,208,79,129,749,211,538,491,122,369,53,15,38,50,10,40,155,64,91,394,109,285,287,84,203,17,4,13,37,6,31,53,15,38,15209,7128,8081,31965,6835,0,20679,.49440268,6295,6291,12586,0,103,103,16392,13366,29758
15,286,81969,68752,150721,.5179193,.12887357,.64679289,2702,1435,3864,6566,,1041.697,2283.6516,65872.90038299561,1012615.999519348,598284.702331543,933770.759765625,382081.49609375,96709.197265625,2,5,12,18,3,10,43,15,0,0,3,0,1,3.9284887,60.38979,35.680145,66.154503,27.069181,6.8515196,41988,39981,14510,7329,7181,53,30,23,80691,41125,39566,56642,30763,25879,25327,11225,14102,44816,24642,20174,21607,12623,27198,16989,10209,1451,1251,213,151,62,4117,3016,1101,10586,3035,7551,8462,2378,6084,414,1021,165,47,118,524,196,328,6393,1385,5008,4691,888,3803,1188,314,874,104,25,79,410,158,252,4193,1650,2543,3771,1490,2281,247,100,147,61,22,39,114,38,76,37153,17346,19807,119052,3576,0,30774,.45615408,16768,14115,30883,0,66,66,34230,23501,57731
15,287,93147,20830,113977,.67799348,.016209852,.69420332,1336,1472,113,1449,,,,98687.40020751953,947470.598815918,779692.8976135254,71162,101660,217787,1,1,0,27,6,13,28,2,1,11,1,0,1,5.4051595,51.893448,42.704178,18.200001,26,55.700001,47909,45238,18447,9381,9066,97,68,29,89029,45363,43666,44897,26935,17962,48250,20974,27276,36913,22795,14118,20994,10148,23425,14891,8534,1021,315,357,141,216,6024,4941,1083,5771,1801,3970,3357,859,2498,463,1009,137,51,86,805,428,377,4847,1488,3359,2932,748,2184,1238,383,855,66,26,40,611,331,280,924,313,611,425,111,314,234,80,154,71,25,46,194,97,97,56234,25114,31120,135687,479,0,23904,.18275617,18258,3910,22168,0,0,0,31142,5379,36521
15,288,29715,25110,54825,.4131074,.078840502,.49194792,87,590,97,184,,473.77359,1034.434,11445.59985351563,330459.1944274902,274231.900390625,226203.6875,128074.59375,106421.703125,1,11,7,0,2,4,25,2,1,1,1,0,1,1.8574488,53.628563,44.503716,49.099998,27.799999,23.1,14973,14742,5515,2839,2676,12,7,5,29310,14688,14622,20680,10852,9828,9035,4121,4914,10876,6589,4287,5262,2689,5813,3666,2147,50,37,57,44,13,1994,1502,492,2925,1327,1598,1387,695,692,167,423,61,29,32,887,436,451,1924,871,1053,821,457,364,447,94,353,33,16,17,623,304,319,1001,456,545,566,238,328,143,73,70,28,13,15,264,132,132,18839,8384,10455,46271,1029,0,6842,.45800275,6162,4607,10769,0,53,53,7951,6331,14282
16,289,985091,677638,1662729,.32263944,.021582605,.34422204,78081,60963,5919,84000,382.13245,3169.1985,595.59766,8278287.404083252,7227287.803710938,7240221.184265137,12938009.859375,2326547.701171875,1558625.395996094,30,432,421,92,7,23,113,23,11,19,13,5,0,36.392395,31.772068,31.828926,76.901649,13.828661,9.2642422,504521,480570,119474,61109,58365,181146,93064,88082,369247,186222,183025,741983,402081,339902,243108,102440,140668,417574,285724,131850,238793,52690,85342,73775,11567,59968,18113,7497,4690,2807,120563,100360,20203,126091,46931,79160,18187,7377,10810,22270,38693,9602,1840,7762,37339,15444,21895,98293,38154,60139,14919,6090,8829,50365,18656,31709,7235,1355,5880,25774,12053,13721,27798,8777,19021,3268,1287,1981,10598,3614,6984,2367,485,1882,11565,3391,8174,567517,218797,348720,243336,5013,77068,90355,.40754566,227473,168241,395714,2577.878503084183,213.82,2791.6985,291483,215036,506519
16,290,734827,123031,857858,.52034098,.014457554,.53479856,62614,43221,2178,64792,274.29034,1565.4791,311.08844,3514068.013145447,6817705.588607788,6891296.099517822,1909098.8828125,763196.796875,517827.107421875,27,113,189,162,6,26,111,38,7,3,10,0,0,20.402279,39.582821,40.010078,59.85199,23.926914,16.234352,375316,359511,97571,49984,47587,108647,55865,52782,329474,165541,163933,529299,289318,239981,205528,85998,119530,313461,211435,102026,174659,39534,68501,57529,10972,47479,15135,2465,1774,691,80613,67877,12736,99268,36776,62492,12646,3954,8692,16058,27163,3031,694,2337,40370,16070,24300,69790,27719,42071,10499,3256,7243,35648,13464,22184,1885,461,1424,21758,10538,11220,29478,9057,20421,2147,698,1449,7573,2594,4979,1146,233,913,18612,5532,13080,421366,163881,257485,245741,1465,32790,69966,.14341651,172239,31897,204136,2679.011490821838,78.58999999999999,2757.6016,214193,37786,251979
16,291,331888,40499,372387,.51189536,.014991182,.52688658,19801,20368,782,20583,156.70367,1134.108,172.91023,896444.8974609375,2554208.91015625,3872334.108520508,427788.796875,240487.58984375,343119.8046875,7,31,157,52,2,15,73,12,2,3,27,0,0,12.241498,34.879269,52.879066,42.33437,23.79887,33.955448,170706,161182,50351,25555,24796,50528,25842,24686,199983,101340,98643,238243,131513,106730,93645,39193,54452,138579,92290,46289,76469,17267,34765,28829,5936,15225,4576,1069,672,397,38101,31743,6358,44843,15821,29022,8453,3239,5214,6179,14189,1608,253,1355,14414,6150,8264,35304,13144,22160,6841,2771,4070,16666,5265,11401,1208,180,1028,10589,4928,5661,9539,2677,6862,1612,468,1144,3702,914,2788,400,73,327,3825,1222,2603,193309,78416,114893,137881,816,1598,35581,.10875514,73230,10105,83335,2117.933705866337,35.71,2153.6436,93736,12860,106596
16,292,565096,120285,685381,.3563292,.014166906,.37049612,25266,16295,1056,26322,288.39746,1887.7119,338.76843,1783459.00087738,4881087.08392334,5511885.596389771,1354857.5234375,663037.11328125,854896.91796875,13,69,193,43,2,24,75,15,5,0,4,0,0,14.64697,40.086784,45.267326,47.156643,23.077412,29.755209,287543,277553,85101,43250,41851,89307,45398,43909,165797,84071,81726,413069,220173,192896,152027,67370,84657,203082,150015,53067,124194,25143,40331,34363,5968,21295,3971,2820,1814,1006,80920,66722,14198,53745,25821,27924,5866,2522,3344,8016,8279,3463,679,2784,28121,14604,13517,43478,21539,21939,5020,2197,2823,13902,6882,7020,2601,502,2099,21955,11958,9997,10267,4282,5985,846,325,521,2393,1134,1259,862,177,685,6166,2646,3520,362014,137528,224486,152860,1552,28324,41883,.17550093,121763,28731,150494,1959.434792160988,63.72,2023.1548,149337,34754,184091
17,293,560031,74858,634889,.62834942,.0026559499,.63100541,20069,18698,123,20192,,4086.1353,34655.516,2631068.300071716,4168936.803092957,3983097.797668457,792971.125,332580.625,248748.3125,1,40,64,5,6,19,75,25,0,0,25,0,1,24.400377,38.662483,36.939022,57.700001,24.200003,18.1,282757,277274,102090,51589,50501,6131,3138,2993,415678,208412,207266,294278,160750,133528,265753,122007,143746,229036,133933,95103,108408,58744,97039,58138,38901,12357,7712,3660,1993,1667,46384,35920,10464,61884,25525,36359,22006,9235,12771,6176,12522,3471,1146,2325,17709,8968,8741,49208,19893,29315,18014,7236,10778,14526,4624,9902,2555,841,1714,14113,7192,6921,12676,5632,7044,3992,1999,1993,4172,1552,2620,916,305,611,3596,1776,1820,330995,148824,182171,1534155,372,3741,97411,.11790723,107829,13743,121572,0,18.32,18.32,167152,19222,186374
17,294,272979,44192,317171,.72808033,.024272135,.75235248,7681,10250,280,7961,,1800.8149,12924.653,1091207.900634766,2686831.495094299,1265635.798332214,497018.59375,179736.6015625,97544.80078125,1,25,45,0,1,16,60,17,0,0,17,0,1,21.635067,53.271042,25.093399,64.189407,23.212786,12.597805,138391,134588,51705,26179,25526,215,128,87,265254,134274,130980,157513,84509,73004,115466,53882,61584,112325,62519,49806,47867,25138,53212,34561,18651,4589,3092,1142,556,586,10970,8161,2809,39320,14652,24668,21570,7613,13957,3656,6594,1097,338,759,6403,3045,3358,30370,10998,19372,16630,5668,10962,7928,2751,5177,713,210,503,5099,2369,2730,8950,3654,5296,4940,1945,2995,2322,905,1417,384,128,256,1304,676,628,160654,75872,84782,1032071,1750,4891,54962,.13933177,50437,7743,58180,0,24.54,24.540001,73005,10630,83635
17,295,126987,13131,140118,.63434696,.0090219183,.6433689,2643,2629,81,2724,,1492.1591,15922.5,223593.3003082275,1011921.396587372,943947.8991165161,48665.703125,94980.40625,91453.90625,1,25,45,0,0,6,19,6,0,0,6,0,1,10.258926,46.429062,43.310295,20.700001,40.400002,38.900002,65331,61656,25282,12821,12461,191,109,82,120912,61482,59430,70911,39145,31766,56076,26186,29890,48369,29489,18880,23381,10901,21263,13452,7811,1748,895,415,288,127,9961,7893,2068,14087,6108,7979,5913,2371,3542,865,1764,770,286,484,4775,2586,2189,11187,4816,6371,4574,1829,2745,1974,625,1349,585,215,370,4054,2147,1907,2900,1292,1608,1339,542,797,655,240,415,185,71,114,721,439,282,78618,35842,42776,694112,259,7253,21522,.093713872,21795,2351,24146,0,8.800000000000001,8.8000002,34282,3404,37686
17,296,340260,43105,383365,.74008518,.01950405,.7595892,18960,16051,1023,19983,,446.08301,3967.3499,418100.0995330811,2809075.202217102,2543154.697978973,153617.59765625,443150.609375,122305.19921875,2,50,90,1,4,19,61,23,0,0,23,0,1,7.2457256,48.681614,44.073181,21.377344,61.668606,17.019928,172326,167934,78283,39833,38450,145,83,62,332359,167986,164373,200537,102473,98064,139723,69853,69870,148334,80911,67423,62558,46319,69680,37956,31724,10955,8005,1331,696,635,18906,12951,5955,39457,18353,21104,13683,5753,7930,7554,8497,1021,303,718,8702,4743,3959,30586,14208,16378,10191,4152,6039,13197,6366,6831,643,178,465,6555,3512,3043,8871,4145,4726,3492,1601,1891,2854,1188,1666,378,125,253,2147,1231,916,191926,91415,100511,1070266,1313,7765,70993,.11243854,57703,7186,64889,0,96.63,96.629997,108877,10893,119770
17,297,233587,25253,258840,.68432462,.03282531,.71714991,13090,5307,1126,14216,,435.54675,4464.2979,537443.6024246216,1908061.40246582,1795779.801197052,93957.99951171875,250170,101872,1,17,45,1,3,7,25,10,0,0,10,0,1,12.67197,44.988716,42.341312,21.066816,56.091927,22.841255,118705,114882,48727,24963,23764,504,279,225,212325,107235,105090,137817,70682,67135,95770,48023,47747,96360,56384,39976,49927,31584,49098,28757,20341,8169,4921,1249,497,752,18074,12504,5570,14849,6457,8392,4778,1725,3053,2475,2832,393,128,265,4371,2129,2242,11385,4880,6505,3733,1265,2468,3911,1857,2054,274,99,175,3467,1659,1808,3464,1577,1887,1045,460,585,1396,618,778,119,29,90,904,470,434,137227,62321,74906,562738,1857,0,50955,.097562201,42412,4460,46872,0,57.98,57.98,81511,9364,90875
17,298,459413,366481,825894,.34018505,.0070416457,.34722668,29906,10264,558,30464,,5340.7314,12035.762,859224.4000167847,4757445.401115417,3080854.890625,4805997.27734375,1961470.00390625,939327.6904296875,1,63,41,16,4,22,58,26,0,0,26,0,1,9.8788681,54.698368,35.421898,62.366142,25.453472,12.189404,228392,231021,95324,48231,47093,3054,1566,1488,432593,213704,218889,282985,138231,144754,176428,90161,86267,190913,112836,78077,99145,62585,68599,38434,30165,19181,10725,1632,987,645,61593,40543,21050,29183,13691,15492,6522,2492,4030,5158,5106,491,229,262,11906,5812,6094,22714,10771,11943,4744,1754,2990,8449,4303,4146,398,200,198,9123,4514,4609,6469,2920,3549,1778,738,1040,1815,855,960,93,29,64,2783,1298,1485,268500,115556,152944,913099,1481,14458,70080,.44373855,86976,77061,164037,0,68.61999999999999,68.620003,161730,127833,289563
